"Year","Volume_an_surf","Temp_an_surf","Sal_an_surf","Temp_win_surf","DIN_win_surf","DIP_win_surf","totN_an_surf","totP_an_surf","Temp_sum_surf","Chla_sum_surf","Secchi_sum","DOC_sum_surf","DOCter_sum_surf","Volume_an_tot","Temp_an_tot","Sal_an_tot","DIN_an_tot","DIP_an_tot","totN_an_tot","totP_an_tot","DOC_an_tot","DOCter_an_tot","PP_an","Nfix_an"
1970,88867758000,7.403186625,20.60226825,1.1638785,4.82174471428571,0.453378806451613,18.1290299210271,0.679965141338432,13.37457025,1.54434992835278,6.80309783063278,3013.73792675,1768.27658675,209598130000,7.71423420833333,24.75095775,4.82174471428571,0.453378806451613,19.2616651999883,0.869778829711926,3013.73792675,1768.27658675,175.33387315018,0.594301808691141
1971,88867758000,8.71781809583333,19.8922785,2.02939145,8.17564194642857,0.721829387096774,17.345693730022,0.644355461486196,15.39722675,0.734357215778929,7.66520629895328,2928.79482625,2000.82650375,209598130000,7.98098478333333,24.7679863333333,8.17564194642857,0.721829387096774,18.8426265590326,0.875278000587285,2928.79482625,2000.82650375,125.302989299936,0.543536270259385
1972,88867731250,6.89331533,21.2494399166667,3.6229308,8.00488209642857,0.775342080645161,17.197114667809,0.693949516779464,11.905875075,1.33792674349463,7.36718505610086,2717.0454885,1736.417386,209597883333.333,7.29907194,25.3460759166667,8.00488209642857,0.775342080645161,18.7658185966901,0.901378292543404,2717.0454885,1736.417386,134.900940221839,0.595003983841147
1973,88867720000,7.76556275,20.8805454166667,2.1266959,9.02282718571429,0.825195258064516,18.2506154809774,0.748058771438214,15.10640225,1.89692256036785,6.12456197246493,3322.61952425,1813.94801175,209597780000,7.7880329,24.9375988333333,9.02282718571429,0.825195258064516,19.9996676918837,0.968154389060223,3322.61952425,1813.94801175,229.095944036841,1.08532239854477
1974,88867717500,7.36099769583333,21.32545775,0.941387625,8.28418914285714,0.725261451612903,17.8534155168187,0.695617345412337,13.263286,1.77380787294279,6.67232772086325,2963.2111965,1605.676059,209597755000,7.8510785,25.4896845,8.28418914285714,0.725261451612903,19.1204622547214,0.88902240052385,2963.2111965,1605.676059,205.489647650604,0.6462471752501
1975,88867717000,6.87857006639167,20.447454,0.07572934835,8.91461654642857,0.722761225806452,17.0062050796284,0.608362183704553,13.4338971,0.90135498494795,7.67113582311888,2801.2804945,1872.6316345,209597750000,6.98256345833333,25.0115211666667,8.91461654642857,0.722761225806452,18.8494093405441,0.868162869406348,2801.2804945,1872.6316345,132.762639004801,0.408169219397231
1976,88867717000,8.6299113675,21.3124969166667,1.287052605,7.08068129285714,0.624474919354839,17.446874635213,0.693698703031826,16.13984,1.90948069019202,6.20165880859082,3268.553035,1767.73595,209597750000,8.43596075,25.53823375,7.08068129285714,0.624474919354839,19.2088144519744,0.934119491316111,3268.553035,1767.73595,233.246072071586,1.16400169357167
1977,88867717000,8.775303525,21.64006025,1.4776994,8.06508268571429,0.766739258064516,16.9264252440348,0.670510486498613,14.243202,1.42646850553198,7.07680552629685,2868.8372795,1648.5352995,209597750000,8.15784190833333,25.28150125,8.06508268571429,0.766739258064516,18.3425822384942,0.854901064974072,2868.8372795,1648.5352995,198.035845983072,0.654552405780801
1978,88867665250,7.94124790583334,21.13616275,0.20014073,8.13529414642857,0.663957983870968,18.3607472430033,0.723468273877955,15.81781175,1.49070078584473,6.49874295615629,3261.41457375,1811.05932875,209597283333.333,7.68272134166667,25.6356704166667,8.13529414642857,0.663957983870968,20.0728338730985,0.987770900955034,3261.41457375,1811.05932875,190.489269819272,0.919262285077498
1979,88867655000,6.946068535,20.5897190833333,0.2177008,7.63007035,0.728579838709677,17.7630307478828,0.733010921199814,13.406214925,1.5459265579023,6.69544878604721,3090.63040025,1845.21172775,209597190000,7.16828089166667,24.9218375833333,7.63007035,0.728579838709677,19.3559013820314,0.952113536897571,3090.63040025,1845.21172775,176.366668945827,0.666107430889055
1980,88867621166.6667,8.02306873083334,20.5103510833333,0.34019974,8.22562771071429,0.749536193548387,17.6682711050069,0.673942181343832,15.245879,1.29635398811571,7.24103716432912,2896.87359925,1773.82469675,209596878333.333,7.70540991666667,24.9035955833333,8.22562771071429,0.749536193548387,19.2472237912525,0.900532876186098,2896.87359925,1773.82469675,162.109935602719,0.677436701143339
1981,88867617000,7.747923625,20.6544703333333,1.84155255,8.66314953571429,0.738149887096774,18.0039861475501,0.676885524060628,14.63811525,1.30795995916414,6.90003286722075,3101.3720625,1909.96882,209596840000,7.671769625,25.0656495833333,8.66314953571429,0.738149887096774,19.3725923170788,0.897012145251767,3101.3720625,1909.96882,169.86907942085,0.523051729085992
1982,88867617000,8.33531498666667,21.4137735833333,2.05377242,8.60833619642857,0.659413741935484,18.6073181246963,0.720756985215707,14.76114925,1.79004927197379,6.17161108628309,3293.1797585,1664.1580735,209596840000,8.27793608333333,25.2444245,8.60833619642857,0.659413741935484,20.0973864859942,0.942337378624749,3293.1797585,1664.1580735,241.630316434805,0.760327340801466
1983,88867617000,7.98449300083333,21.0199766666667,2.40735475,9.63161295,0.900021016129032,17.9593466462184,0.727110003234593,13.61531325,1.42370628517959,6.96114162257004,2951.3906965,1798.309404,209596840000,7.69856563333333,25.02857975,9.63161295,0.900021016129032,19.7215428333005,0.954858134722782,2951.3906965,1798.309404,162.417194899296,0.510016165760307
1984,88867605333.3333,8.15362860616667,20.9150910833333,0.429076712,9.01018747142857,0.775540112903226,18.7930765687103,0.765602873103148,14.3661925,2.0905573333404,5.90237089325501,3369.369158,1709.145193,209596732500,8.12338040833333,25.1007219166667,9.01018747142857,0.775540112903226,20.2063515350392,0.978017216052313,3369.369158,1709.145193,251.704906873837,1.27360676022033
1985,88867604000,8.98351059166667,21.1140339166667,2.7758984,10.8138597642857,0.791772435483871,18.9712191073688,0.728911935486578,15.1797615,1.98425155875196,5.89663888252709,3456.17848625,1797.90715875,209596720000,8.2377557,25.2874064166667,10.8138597642857,0.791772435483871,20.7988758421493,0.984607502125468,3456.17848625,1797.90715875,235.948134750483,0.952897959919044
1986,88867604000,8.639320485,22.2604960833333,0.50961831,8.24526468928572,0.691118322580645,18.935691256851,0.800015169027394,14.282335,2.46839139909055,5.60940363476532,3408.410267,1516.132267,209596720000,8.51633726666667,25.8395045833333,8.24526468928572,0.691118322580645,20.523748306437,1.00919498853357,3408.410267,1516.132267,301.979562663652,1.63757931885668
1987,88867604000,8.086462575,21.2241254166667,2.6814387,9.75669706071429,0.822610161290323,18.6771705573387,0.798924895073032,14.401009,1.89525223528198,5.90529680747632,3419.48447775,1739.34141025,209596720000,7.91484993333333,25.01190325,9.75669706071429,0.822610161290323,20.2567306769711,1.02141731218589,3419.48447775,1739.34141025,225.702017070281,0.931939823837226
1988,88867604000,8.32624266666667,20.8497660833333,2.4257202,9.49003209285714,0.854692516129032,19.1548997811955,0.781758506112601,14.74970675,2.08584421045645,5.72491298290195,3514.2027685,1804.2096435,209596720000,8.37102705,24.8273896666667,9.49003209285714,0.854692516129032,20.5696305591067,1.00470665301422,3514.2027685,1804.2096435,254.076199797199,0.680069124492535
1989,88867604000,8.5830687,20.9532120833333,1.81763805,7.74459585,0.678601306451613,17.5851709916411,0.678052204073199,14.95601425,1.67931691739402,6.68290544100665,3047.54526575,1658.49283825,209596720000,7.89211404166667,25.3254123333333,7.74459585,0.678601306451613,19.5428518833686,0.954440452218795,3047.54526575,1658.49283825,195.742705219066,1.0178227494707
1990,88867604000,8.41046414166667,20.8023491666667,2.0183093,8.09774291785714,0.789818919354839,18.2081993608609,0.784445985816958,14.808122,2.12466458091935,5.84138115965398,3400.2295825,1886.0366675,209596720000,8.286563825,24.63503375,8.09774291785714,0.789818919354839,19.512600709578,0.999642724056699,3400.2295825,1886.0366675,213.219016433354,1.79526623590986
1991,88867604000,6.88483295,21.8674326666667,3.1044861,8.49074758571428,0.808047080645161,18.5860579015481,0.798575238585421,12.93714825,2.01051113983758,6.10194804631632,3257.82426725,1700.46168975,209596720000,6.97787564166667,25.0069305,8.49074758571428,0.808047080645161,19.5994628672758,0.943751793665191,3257.82426725,1700.46168975,213.943961364141,0.990491242161248
1992,88867603166.6667,7.97179141083333,20.95908075,1.107951465,7.02526013571429,0.632194870967742,21.6412281229051,0.76279324053305,15.36154175,1.70792102883301,6.13438064203848,3419.3722365,1835.299114,209596711666.667,7.70231626666667,24.9312610833333,7.02526013571429,0.632194870967742,24.9336319559806,0.985177034572762,3419.3722365,1835.299114,229.332055329845,0.219255080638071
1993,88867588416.6667,8.3121819825,20.13742225,-0.372126205,8.89770395,0.69580664516129,21.4227274285352,0.742687937582494,14.36281625,1.35952744590558,6.73920110957035,3182.549338,1905.5592005,209596582500,7.75914006666667,24.7968464166667,8.89770395,0.69580664516129,24.571356824117,0.987584388913498,3182.549338,1905.5592005,175.834601617527,0.335639710217634
1994,88867587000,8.147072785,20.8510604166667,1.546831795,11.1174760964286,0.744752887096774,21.6806429321206,0.726929747934953,14.51550425,1.43295219028135,6.90526266701708,3048.08015225,1657.23247975,209596570000,8.01409200833333,25.09220775,11.1174760964286,0.744752887096774,23.7994202507573,0.989704477591448,3048.08015225,1657.23247975,221.326708986832,0.125164170690854
1995,88867587000,7.87539001666667,21.5342175,1.76725325,10.488554525,0.738878290322581,20.6505786877767,0.675405430580621,13.83314975,0.970612586498262,7.41069061862174,2963.29146375,1791.76795125,209596570000,7.57565538333333,25.3739088333333,10.488554525,0.738878290322581,22.6118793758703,0.876159068980985,2963.29146375,1791.76795125,152.097678267741,0.0391160815729567
1996,88867587000,7.20986944083333,22.0231775,0.716186195,8.42548807142857,0.703689532258065,18.0692968718981,0.697936728900075,13.503916,1.82352995531503,6.46459894509014,3096.48361675,1636.13979675,209596570000,7.15202675833333,25.85909575,8.42548807142857,0.703689532258065,20.4510102235302,0.944409307266159,3096.48361675,1636.13979675,182.467895748192,0.727654993959638
1997,88867587000,8.62413217583333,21.2624715833333,1.035710915,7.91038885,0.677117548387097,19.2603455200052,0.670235873108316,15.50901925,1.49067294941077,6.68399435946595,3158.5405335,1722.976751,209596570000,8.00509081666667,25.38846075,7.91038885,0.677117548387097,21.5221950785672,0.878027478452246,3158.5405335,1722.976751,200.401984898283,0.801132194262076
1998,88867585333.3333,8.41344816333333,22.5339139166667,0.68448168,9.02345958571429,0.660388725806452,19.8334542605466,0.747371579587599,14.5763415,1.31191092232612,6.88756325347699,3098.6814695,1640.389687,209596553333.333,8.26224516666667,26.3507286666667,9.02345958571429,0.660388725806452,22.0969413551813,1.06939050820221,3098.6814695,1640.389687,177.314235351789,0.262999384510793
1999,88867585000,8.07395272333333,21.8315310833333,0.72802904,8.63756408571429,0.933318564516129,18.7808871281942,0.829533857044509,15.063996,1.69776062954539,6.24949076383053,3322.923138,1656.9965305,209596550000,8.118782675,25.4593295833333,8.63756408571429,0.933318564516129,19.9835827090461,1.02042683897271,3322.923138,1656.9965305,220.697651439708,0.156918724696758
